tool_id	name	description	panel_section_id	panel_section_name
toolshed.g2.bx.psu.edu/repos/iuc/bamtools_split_paired/bamtools_split_paired/2.5.2+galaxy2	Split BAM into paired- and single-end	reads datasets	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/tag_pileup_frequency/tag_pileup_frequency/1.0.2	Tag pileup frequency		sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/mosdepth/mosdepth/0.3.12+galaxy0	mosdepth	- fast and flexible depth coverage calculation	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2	revertR2orientationInBam	Revert the mapped orientation of R2 mates in a bam.	sam_bam	SAM/BAM
toolshed.g2.bx.psu.edu/repos/iuc/ena_upload/ena_upload/0.9.0+galaxy0	ENA Upload tool	Submission of (meta)data to the European Nucleotide Archive (ENA)	send_data	Send Data
toolshed.g2.bx.psu.edu/repos/iuc/ena_webin_cli/ena_webin_cli/9.0.1+galaxy1	ENA Webin CLI	Submission of consensus sequences to the European Nucleotide Archive (ENA)	send_data	Send Data
export_remote	Export datasets	to repositories	send_data	Send Data
toolshed.g2.bx.psu.edu/repos/imgteam/curl_post/curl_post/0.0.2	cURL	send cURL POST requests	send_data	Send Data
addValue	Add column	to an existing dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.1	Add column	to an existing dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/mvdbeek/add_input_name_as_column/addName/0.2.0	Add input name as column	to an existing tabular file	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/add_line_to_file/add_line_to_file/0.1.0	Add line to file	writes a line of text at the begining or end of a text file.	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/9.5+galaxy3	Advanced Cut	columns from a table (cut)	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/tables_arithmetic_operations/tables_arithmetic_operations/1.0.0	Arithmetic Operations	on tables	text_manipulation	Text Manipulation
ChangeCase	Change Case	of selected columns	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1/1.0.3	Column Regex Find And Replace		text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/2.1	Compute	on rows	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/9.5+galaxy3	Concatenate datasets	tail-to-head (cat)	text_manipulation	Text Manipulation
cat1	Concatenate multiple datasets or collections		text_manipulation	Text Manipulation
Convert characters1	Convert	delimiters to TAB	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0	Coverage	of a set of intervals on second set of intervals	text_manipulation	Text Manipulation
createInterval	Create single interval	as a new dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_text_file_with_recurring_lines/9.5+galaxy3	Create text file	with recurring lines	text_manipulation	Text Manipulation
Cut1	Cut	columns from a table	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/ufz/xlsx2tsv/xlsx2tsv/0.1.0+galaxy0	Excel to Tabular	with pandas	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1	Fetch closest non-overlapping feature	for every interval	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/filter_tabular/filter_tabular/3.3.1	Filter Tabular		text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0	Get flanks	returns flanking region/s for every gene	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/dna_filtering/histogram_rpy/1.0.3	Histogram	of a numeric column	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	Intersect	the intervals of two datasets	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/jq/jq/1.0	JQ	process JSON	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/9.5+galaxy3	Join	two files	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/join_files_on_column_fuzzy/join_files_on_column_fuzzy/1.0.1	Join two files	on column allowing a small difference	text_manipulation	Text Manipulation
wc_gnu	Line/Word/Character count	of a dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1/1.0.0	Merge	the overlapping intervals of a dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.2	Merge Columns	together	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool/9.5+galaxy3	Multi-Join	(combine multiple files)	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/nl/9.5+galaxy3	Number lines		text_manipulation	Text Manipulation
Paste1	Paste	two files side by side	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/query_tabular/query_tabular/3.3.2	Query Tabular	using sqlite sql	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/gff3_rebase/gff3.rebase/1.2	Rebase GFF3 features	against parent features	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regex1/1.0.3	Regex Find And Replace		text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/kellrott/regex_replace/regex_replace/1.0.0	Regex Replace	Regular Expression replacement using the Python re module	text_manipulation	Text Manipulation
Remove beginning1	Remove beginning	of a file	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/column_remove_by_header/column_remove_by_header/1.0	Remove columns	by heading	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/9.5+galaxy3	Replace	parts of text	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/9.5+galaxy3	Replace Text	in a specific column	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/9.5+galaxy3	Replace Text	in entire line	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/earlhaminst/replace_chromosome_names/replace_chromosome_names/0.1	Replace chromosome names	in a tabular dataset using a mapping table	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/replace_column_by_key_value_file/replace_column_with_key_value_file/0.2	Replace column	by values which are defined in a convert file	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/sqlite_to_tabular/sqlite_to_tabular/2.0.0	SQLite to tabular	for SQL query	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/9.5+galaxy3	Search in textfiles	(grep)	text_manipulation	Text Manipulation
secure_hash_message_digest	Secure Hash / Message Digest	on a dataset	text_manipulation	Text Manipulation
Show beginning1	Select first	lines from a dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/9.5+galaxy3	Select first	lines from a dataset (head)	text_manipulation	Text Manipulation
Show tail1	Select last	lines from a dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/9.5+galaxy3	Select last	lines from a dataset (tail)	text_manipulation	Text Manipulation
random_lines1	Select random lines	from a file	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/9.5+galaxy3	Sort	data in ascending or descending order	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/column_order_header_sort/column_order_header_sort/0.0.1	Sort Column Order	by heading	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/9.5+galaxy3	Sort a row	according to their columns	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/split_file_on_column/tp_split_on_column/0.6	Split by group		text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1	Subtract Whole Dataset	from another dataset	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute/1.2.4+galaxy2	Table Compute	computes operations on table data	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/dos2unix/dos2unix/7.5.3+galaxy0	Text file format converters (dos2unix)	Convert text files with DOS or Mac line breaks to Unix line breaks and other text cleaning options.	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/9.5+galaxy3	Text reformatting	with awk	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/9.5+galaxy3	Text transformation	with sed	text_manipulation	Text Manipulation
trimmer	Trim	leading or trailing characters	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/9.5+galaxy3	Unfold	columns from a table	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq/9.5+galaxy3	Unique	occurrences of each record	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/unique/bg_uniq/0.3	Unique	occurrences of each record	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/9.5+galaxy3	Unique lines	assuming sorted input file	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/reshape2_cast/cast/1.4.2	cast	expand combinations of variables:values to columnar format	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/diff/diff/3.10+galaxy1	diff	analyzes two files and generates an unidiff text file with information about the differences and an optional Html report	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/iuc/reshape2_melt/melt/1.4.2	melt	collapse combinations of variables:values to single lines	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac/9.5+galaxy3	tac	reverse a file (reverse cat)	text_manipulation	Text Manipulation
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1	Annotate	a VCF dataset with custom filters	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_compare/vcftools_compare/0.1	Compare	multiple VCF datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_isec/vcftools_isec/0.1.1	Intersect	multiple VCF datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_merge/vcftools_merge/0.1.1	Merge	multiple VCF datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1	Slice VCF	to get data from selected regions	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_subset/vcftools_subset/0.1	Subset	columns from a VCF dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1+galaxy0	VCF-BEDintersect:	Intersect VCF and BED datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1+galaxy0	VCF-VCFintersect:	Intersect two VCF datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfaddinfo/vcfaddinfo/1.0.0_rc1+galaxy0	VCFaddinfo:	Adds info fields from the second dataset which are not present in the first dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1+galaxy0	VCFannotate:	Intersect VCF records with BED annotations	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc1+galaxy0	VCFannotateGenotypes:	Annotate genotypes in a VCF dataset using genotypes from another VCF dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc1+galaxy0	VCFbreakCreateMulti:	Break multiple alleles into multiple records, or combine overallpoing alleles into a single record	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/1.0.0_rc1+galaxy0	VCFcombine:	Combine multiple VCF datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1+galaxy0	VCFcommonSamples:	Output records belonging to samples common between two datasets	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/0.0.3	VCFdistance:	Calculate distance to the nearest variant	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/iuc/vcfdistance/vcfdistance/1.0.0_rc1+galaxy0	VCFdistance:	Calculate distance to the nearest variant	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc1+galaxy2	VCFfilter:	filter VCF data in a variety of attributes	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1+galaxy0	VCFfixup:	Count the allele frequencies across alleles present in each record in the VCF file	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfflatten/vcfflatten2/1.0.0_rc1+galaxy0	VCFflatten:	Removes multi-allelic sites by picking the most common alternate	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1+galaxy0	VCFgenotype-to-haplotype:	Convert genotype-based phased alleles into haplotype alleles	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1+galaxy0	VCFgenotypes:	Convert numerical representation of genotypes to allelic	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1+galaxy0	VCFhetHomAlleles:	Count the number of heterozygotes and alleles, compute het/hom ratio	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/1.0.0_rc1+galaxy0	VCFleftAlign:	Left-align indels and complex variants in VCF dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfrandomsample/vcfrandomsample/1.0.0_rc1+galaxy0	VCFrandomSample:	Randomly sample sites from VCF dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfselectsamples/vcfselectsamples/1.0.0_rc1+galaxy0	VCFselectsamples:	Select samples from a VCF dataset	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1+galaxy0	VCFsort:	Sort VCF dataset by coordinate	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/1.0.0_rc1+galaxy0	VCFtoTab-delimited:	Convert VCF data into TAB-delimited format	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/nick/allele_counts/allele_counts_1/1.2	Variant Annotator	process variant counts	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1+galaxy0	VcfAllelicPrimitives:	Split alleleic primitives (gaps or mismatches) into multiple VCF lines	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/iuc/ococo/ococo/0.1.2.6	ococo	consensus caller on SAM/BAM	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/iuc/vcfanno/vcfanno/0.3.3+galaxy0	vcfanno	VCF annotation	vcf_bcf	VCF/BCF
toolshed.g2.bx.psu.edu/repos/iuc/artic_minion/artic_minion/1.7.3+galaxy0	ARTIC minion	Build consensus sequence and call variants from amplicon-based nanopore sequence data	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_alnqual/lofreq_alnqual/2.1.5+galaxy1	Add LoFreq alignment quality scores	to aligned read SAM/BAM records	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/variant_analyzer/read2mut/2.0.0	Call specific mutations in reads:	Looks for reads with mutation at known positions and calculates frequencies and stats.	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.5+galaxy3	Call variants	with LoFreq	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/control_freec/control_freec/11.6+galaxy2	Control-FREEC	detects copy-number changes and allelic imbalances	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/variant_analyzer/mut2sscs/2.0.0	DCS mutations to SSCS stats:	Extracts all tags from the single stranded consensus sequence (SSCS) bam file that carry a mutation at the same position a mutation is called in the duplex consensus sequence (DCS) and calculates their frequencies	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/variant_analyzer/mut2read/2.0.0	DCS mutations to tags/reads:	Extracts all tags that carry a mutation in the duplex consensus sequence (DCS)	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_call/delly_call/0.9.1+galaxy1	Delly call	and genotype structural variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_classify/delly_classify/0.9.1+galaxy1	Delly classify	somatic or germline copy-number variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_cnv/delly_cnv/0.9.1+galaxy1	Delly cnv	discover and genotype copy-number variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_filter/delly_filter/0.9.1+galaxy1	Delly filter	somatic or germline structural variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_lr/delly_lr/0.9.1+galaxy1	Delly long-read (lr)	optimized calling and genotyping of structural variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/delly_merge/delly_merge/0.9.1+galaxy1	Delly merge	structural variants across/within BCF/VCF file(s)	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/gatk4_mutect2/gatk4_mutect2/4.1.7.0+galaxy02	GATK4 Mutect2	- Call somatic SNVs and indels via local assembly of haplotypes	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_indelqual/lofreq_indelqual/2.1.5+galaxy1	Insert indel qualities	into a BAM file	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/irissv/irissv/1.0.5+galaxy0	Iris	Refine insertion sequences	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/jasminesv/jasminesv/1.0.11+galaxy1	JasmineSV	Merge structural variants across samples	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lumpy_sv/lumpy_sv/0.3.1+galaxy1	LUMPY	is a probabilistic framework for structural variant discovery	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lumpy_prep/lumpy_prep/0.3.1+galaxy1	LUMPY preprocessing	extracts discordant read pairs and split-read alignments from a BAM dataset	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_filter/lofreq_filter/2.1.5+galaxy0	Lofreq filter	called variants posteriorly	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/artbio/manta/manta/1.6+galaxy10	Manta	Manta calls structural variants (SVs) and indels from mapped paired-end sequencing reads.	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi/2.1.5+galaxy0	Realign reads	with LoFreq viterbi	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/snpeff_sars_cov_2/snpeff_sars_cov_2/4.5covid19	SnpEff eff:	annotate variants for SARS-CoV-2	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter/4.3+t.galaxy1	SnpSift Filter	Filter variants using arbitrary expressions	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/strelka_germline/strelka_germline/2.9.10+galaxy0	Strelka Germline	small variant caller for germline variation in small cohorts	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/strelka_somatic/strelka_somatic/2.9.10+galaxy0	Strelka Somatic	small variant caller for somatic variation in tumor/normal sample pairs	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc3+galaxy0	VCF-VCFintersect:	Intersect two VCF datasets	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc3+galaxy0	VCFannotate:	Intersect VCF records with BED annotations	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/1.0.0_rc3+galaxy0	VCFannotateGenotypes:	Annotate genotypes in a VCF dataset using genotypes from another VCF dataset	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/1.0.0_rc3+galaxy0	VCFbreakCreateMulti:	Break multiple alleles into multiple records, or combine overallpoing alleles into a single record	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc3+galaxy0	VCFcheck:	Verify that the reference allele matches the reference genome	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc3+galaxy0	VCFcommonSamples:	Output records belonging to samples common between two datasets	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc3+galaxy0	VCFdistance:	Calculate distance to the nearest variant	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc3+galaxy3	VCFfilter:	filter VCF data in a variety of attributes	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfflatten/vcfflatten2/1.0.0_rc3+galaxy0	VCFflatten:	Removes multi-allelic sites by picking the most common alternate	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc3+galaxy0	VCFgenotype-to-haplotype:	Convert genotype-based phased alleles into haplotype alleles	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfselectsamples/vcfselectsamples/1.0.0_rc3+galaxy0	VCFselectsamples:	Select samples from a VCF dataset	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/vardict_java/vardict_java/1.8.3+galaxy1	VarDict	calls SNVs and indels for tumor-normal pairs	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc3+galaxy0	VcfAllelicPrimitives:	Split alleleic primitives (gaps or mismatches) into multiple VCF lines	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_concat/bcftools_concat/1.22+galaxy0	bcftools concat	Concatenate or combine VCF/BCF files	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus/1.22+galaxy0	bcftools consensus	Create consensus sequence by applying VCF variants to a reference fasta file	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_merge/bcftools_merge/1.22+galaxy0	bcftools merge	Merge multiple VCF/BCF files from non-overlapping sample sets to create one multi-sample file	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/cutesv/cutesv/2.1.3+galaxy0	cuteSV	detects long-read-based SVs	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/odgi_build/odgi_build/0.3+galaxy1	odgi build	construct a dynamic succinct variation graph	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/odgi_viz/odgi_viz/0.3	odgi viz	variation graph visualizations	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/plink/plink/1.9.b618+galaxy3	plink		variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/sansa_annotate/sansa_annotate/0.2.5+galaxy0	sansa annotate	structural variants	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/seqwish/seqwish/0.7.5	seqwish	Alignment to variation graph inducer	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy/4.6.0+galaxy0	snippy	Snippy finds SNPs between a haploid reference genome and your NGS sequence reads.	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_clean_full_aln/4.6.0+galaxy0	snippy-clean_full_aln	Replace any non-standard sequence characters in snippy 'core.full.aln' file.	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core/4.6.0+galaxy0	snippy-core	Combine multiple Snippy outputs into a core SNP alignment	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/vcfanno/vcfanno/0.3.7+galaxy0	vcfanno	VCF annotation	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/vg_convert/vg_convert/1.23.0	vg convert		variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/vg_deconstruct/vg_deconstruct/1.23.0+galaxy1	vg deconstruct	construct a dynamic succinct variation graph	variant_calling	Variant Calling
toolshed.g2.bx.psu.edu/repos/iuc/vg_view/vg_view/1.23.0	vg view		variant_calling	Variant Calling
